"STORES","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32","...33","...34","...35","...36","...37","...38","...39","...40","...41"
"13311","GA","White","3","4","33.333333333333329","0.1041919887065887","0.1286421865224838","23.46648539817047","1","-9999","-9999","3.4730665385723107E-2","-9999","-9999","17","16","-5.8823529411764719","0.59042125940322876","0.5145687460899353","-12.84718531137611","2","-9999","-9999","6.9461330771446228E-2","-9999","-9999","9","0.28944492340087891","22","24","9.0909090042114258","0.74695277221335676","0.85212141275405884","14.079690933227541","4","2","-50","0.14214641080312701","7.1010120213031769E-2","-50.044380430132072"
"13313","GA","Whitfield","24","25","4.1666666666666741","0.23007458448410029","0.2407619655132294","4.6451810629555279","2","-9999","-9999","1.9172882661223412E-2","-9999","-9999","72","81","12.5","0.69022375345230103","0.78006875514984131","13.016793648170079","4","-9999","-9999","3.8345765322446823E-2","-9999","-9999","30","0.28891435265541082","124.0833333333334","128","3.1564807891845699","1.185607725480454","1.2423204183578489","4.7834281921386719","17","11","-35.294117647058833","0.164008759997299","0.1067619100213051","-34.904751415068738"
"13315","GA","Wilcox","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","8","9","12.5","0.90559202432632446","1.058574438095093","16.89308316099325","-9999","-9999","-9999","-9999","-9999","-9999","4","0.47047752141952509","8.75","13","48.571430206298828","0.99431818181818177","1.4707546234130859","47.9158935546875","2","1","-50","0.22512381809995499","0.11313497275114059","-49.745445103943347"
"13317","GA","Wilkes","3","3","0","0.30587276816368097","0.3094697892665863","1.1759860560651261","-9999","-9999","-9999","-9999","-9999","-9999","8","7","-12.5","0.81566065549850464","0.72209614515304565","-11.47100938542579","-9999","-9999","-9999","-9999","-9999","-9999","7","0.72209614515304565","16.083333333333339","15","-6.7357511520385742","1.625892977490228","1.5608741044998169","-3.9989638328552251","3","2","-33.333333333333329","0.30229746070133001","0.20811654627323151","-31.155046492815"
"13319","GA","Wilkinson","3","3","0","0.33255738019943237","0.34044483304023743","2.3717569690003599","-9999","-9999","-9999","-9999","-9999","-9999","13","10","-23.07692307692307","1.4410818815231321","1.13481616973877","-21.252485074662051","-9999","-9999","-9999","-9999","-9999","-9999","5","0.56740808486938477","14.83333333333333","15","1.1235954761505129","1.65569073929382","1.6945322751998899","2.345941543579102","1","2","100","0.10738831615120301","0.22593763470649719","110.39312543868969"
"13321","GA","Worth","2","-9999","-9999","9.6469223499298096E-2","-9999","-9999","1","-9999","-9999","4.8234611749649048E-2","-9999","-9999","14","20","42.857142857142861","0.67528456449508667","1.001402020454407","48.293337817244428","1","-9999","-9999","4.8234611749649048E-2","-9999","-9999","6","0.30042058229446411","20.416666666666661","22","7.7551021575927734","0.99433432360914931","1.0624939203262329","6.8547968864440918","4","3","-25","0.19058509624547401","0.14488554000854489","-23.97855715751664"
"15001","HI","Hawaii","43","42","-2.3255813953488409","0.21653413772583011","0.20655059814453131","-4.610607678840795","1","5","400","5.0356779247522354E-3","2.4589357897639271E-2","388.30283161624391","66","58","-12.121212121212119","0.33235472440719599","0.28523653745651251","-14.17707752905449","10","9","-9.9999999999999982","5.0356779247522347E-2","4.4260844588279717E-2","-12.10548956929679","4","1.967148669064045E-2","162.41666666666671","167","2.8219599723815918","0.8105392560505571","0.82606607675552368","1.9156161546707151","29","27","-6.8965517241379306","0.14973151590252001","0.13355559110641479","-10.803286601757421"
"15003","HI","Honolulu","185","166","-10.27027027027026","0.18629586696624759","0.17223025858402249","-7.5501451595667461","11","19","72.727272727272734","1.107705198228359E-2","1.9713101908564571E-2","77.963432329227089","266","229","-13.909774436090229","0.26786324381828308","0.23759475350379941","-11.29997900533812","113","107","-5.3097345132743339","0.1137915328145027","0.1110158860683441","-2.439238384004649","13","1.3487911783158779E-2","558.16666666666674","545","-2.3589131832122798","0.56457458824322737","0.5395505428314209","-4.4323720932006836","73","72","-1.3698630136986301","7.3961574429153396E-2","7.1280069649219513E-2","-3.6255377209451551"
"15005","HI","Kalawao","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","0","0","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"15007","HI","Kauai","20","21","5.0000000000000044","0.27943107485771179","0.29227149486541748","4.5952011651689384","1","-9999","-9999","1.3971554115414619E-2","-9999","-9999","30","18","-40","0.41914662718772888","0.25051844120025629","-40.231311681758257","4","5","25","5.5886216461658478E-2","6.9588452577590942E-2","24.518095844496951","0","0","41.999999999999993","63","50","0.5820479773832784","0.85701459646224976","47.241230010986328","12","9","-25","0.170340823597882","0.12243065983057019","-28.126060890965121"
"15009","HI","Maui","47","48","2.1276595744680771","0.28382328152656561","0.28588104248046881","0.72501485531255572","1","3","200","6.0387933626770973E-3","1.78675651550293E-2","195.87972434129301","59","46","-22.03389830508474","0.35628879070281982","0.27396935224533081","-23.104695013027111","12","11","-8.3333333333333375","7.2465516626834869E-2","6.5514408051967621E-2","-9.5922983764296639","9","5.3602695465087891E-2","114.25","127","11.159737586975099","0.68717671117526757","0.77079474925994873","12.16834545135498","24","23","-4.1666666666666661","0.147732309055991","0.13959275186061859","-5.5096662655475637"
"16001","ID","Ada","47","51","8.5106382978723296","0.105634830892086","0.1031555458903313","-2.347033625951978","13","16","23.07692307692308","2.9218144714832309E-2","3.2362524420022958E-2","10.761736365808479","112","106","-5.3571428571428603","0.25172555446624761","0.2144017219543457","-14.827192491855801","42","48","14.285714285714279","9.4397082924842834E-2","9.7087576985359192E-2","2.8501877146547732","34","6.8770363926887512E-2","230","261","13.47826099395752","0.50344862306801597","0.52462941408157349","4.2071404457092294","37","39","5.4054054054054053","8.6895664141212497E-2","7.8392907977104187E-2","-9.7850177544999735"
"16003","ID","Adams","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","5","4","-20","1.2677484750747681","0.89948278665542603","-29.048797585626971","-9999","-9999","-9999","-9999","-9999","-9999","0","0","4.5","5","11.111110687255859","1.085121774776947","1.120071649551392","3.2208251953125","2","1","-50","0.51746442432082795","0.2240143418312073","-56.709228441119187"
"16005","ID","Bannock","11","10","-9.0909090909090935","0.12977513670921331","0.11261895298957821","-13.219931147579381","3","3","0","3.5393219441175461E-2","3.3785685896873467E-2","-4.5419251757352956","34","38","11.76470588235294","0.40112313628196722","0.42795202136039728","6.6884411921757092","5","6","20","5.8988697826862342E-2","6.7571371793746948E-2","14.54969220048832","13","0.14640463888645169","56.833333333333329","68","19.64809417724609","0.66651811717427578","0.77772951126098633","16.685426712036129","12","9","-25","0.14317246316291801","0.1029347851872444","-28.10434149609242"
"16007","ID","Bear Lake","2","-9999","-9999","0.33670035004615778","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","6","6","0","1.0101009607315059","0.97672146558761597","-3.304570180758692","-9999","-9999","-9999","-9999","-9999","-9999","0","0","4","5","25","0.66357000663570009","0.77688002586364746","17.07581901550293","2","2","0","0.33738191632928499","0.31075203418731689","-7.8930970668793394"
"16009","ID","Benewah","3","3","0","0.33211559057235718","0.31813362240791321","-4.2099704323870766","-9999","-9999","-9999","-9999","-9999","-9999","5","3","-40","0.55352598428726196","0.31813362240791321","-42.525982259432247","-9999","-9999","-9999","-9999","-9999","-9999","3","0.31813362240791321","4.333333333333333","6","38.461540222167969","0.47183507549361209","0.61658614873886108","30.67831993103027","4","4","0","0.441111601235113","0.41105744242668152","-6.8132778018714104"
"16011","ID","Bingham","6","6","0","0.13241232931613919","0.12711325287818909","-4.0019509250520002","1","-9999","-9999","2.206872217357159E-2","-9999","-9999","18","19","5.555555555555558","0.39723700284957891","0.40252530574798578","1.3312714728163091","5","4","-20","0.1103436127305031","8.4742173552513123E-2","-23.201559695636799","4","8.4742173552513123E-2","24.833333333333339","25","0.67114096879959106","0.54071316074059561","0.51810252666473389","-4.1816320419311523","6","6","0","0.132564459468416","0.124344602227211","-6.2006493099030138"
"16013","ID","Blaine","5","6","20","0.22656214237213129","0.25612565875053411","13.04874506785174","-9999","-9999","-9999","-9999","-9999","-9999","11","11","0","0.49843671917915339","0.46956372261047358","-5.7927105804381878","-9999","-9999","-9999","-9999","-9999","-9999","4","0.1707504540681839","9.3333333333333339","12","28.571428298950199","0.42378011865843318","0.49488618969917297","16.779001235961911","4","4","0","0.18668035655948101","0.1649620532989502","-11.633952099084841"
"16015","ID","Boise","2","-9999","-9999","0.28172981739044189","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","7","5","-28.571428571428569","0.98605436086654663","0.61996281147003174","-37.126913477142658","-9999","-9999","-9999","-9999","-9999","-9999","0","0","7.75","7","-9.6774196624755859","1.063100137174211","0.89640158414840698","-15.68041896820068","2","1","-50","0.29023363807865299","0.12805737555027011","-55.877831254154401"
"16017","ID","Bonner","12","12","0","0.28286543488502502","0.256317138671875","-9.3854861496036062","1","-9999","-9999","2.3572118952870369E-2","-9999","-9999","23","20","-13.04347826086957","0.54215872287750244","0.42719525098800659","-21.204762929816621","2","5","150","4.7144237905740738E-2","0.10679881274700161","126.5363011287469","6","0.1281585693359375","26","31","19.230770111083981","0.59687786960514233","0.6461564302444458","8.2560539245605469","7","7","0","0.16912706274614001","0.14590628445148471","-13.729782754821301"
"16019","ID","Bonneville","10","12","20","8.9156754314899445E-2","9.8252736032009125E-2","10.202235138554849","4","5","25","3.5662703216075897E-2","4.0938641875982278E-2","14.79399536243826","46","49","6.5217391304347894","0.41012108325958252","0.40119868516922003","-2.175552161193139","7","6","-14.28571428571429","6.2409728765487671E-2","4.9126368016004562E-2","-21.28411869789883","8","6.5501824021339417E-2","69.833333333333343","83","18.854415893554691","0.60939249821836328","0.66672021150588989","9.4073543548583984","9","8","-11.111111111111111","8.2577140812375605E-2","6.4262188971042633E-2","-22.179203180389312"
"16021","ID","Boundary","5","4","-20","0.426839679479599","0.31605562567710882","-25.954488096691861","-9999","-9999","-9999","-9999","-9999","-9999","5","5","0","0.426839679479599","0.39506953954696661","-7.4431083753428107","1","-9999","-9999","8.5367932915687561E-2","-9999","-9999","0","0","8","7","-12.5","0.67102835094782753","0.56749087572097778","-15.429672241210939","3","2","-33.333333333333329","0.26927564850551999","0.16214025020599371","-39.78651574850079"
"16023","ID","Butte","1","-9999","-9999","0.38865137100219732","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","4","3","-25","1.5546054840087891","1.133786797523499","-27.069162614822691","-9999","-9999","-9999","-9999","-9999","-9999","0","0","3","4","33.333332061767578","1.152959262106072","1.5355086326599121","33.179782867431641","1","1","0","0.38580246913580202","0.38387715816497803","-0.49904060363757879"
"16025","ID","Camas","1","-9999","-9999","0.92764377593994141","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","0","0","1","-9999","-9999","0.90744101633393826","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999"
"16027","ID","Canyon","25","23","-7.9999999999999956","0.11816252768039701","9.7024716436862946E-2","-17.888760217373729","5","7","39.999999999999993","2.363250590860844E-2","2.95292604714632E-2","24.95188020118848","56","53","-5.3571428571428603","0.2646840512752533","0.22357869148254389","-15.529972280030799","18","18","0","8.5077017545700073E-2","7.593238353729248E-2","-10.748653716610891","16","6.7495457828044891E-2","108.9166666666666","124","13.848507881164551","0.50261730172574237","0.52764612436294556","4.9796977043151864","16","14","-12.5","7.89024666883648E-2","5.9572946280241013E-2","-24.497992546251002"
"16029","ID","Caribou","3","3","0","0.43668121099472051","0.42117086052894592","-3.551870351930952","-9999","-9999","-9999","-9999","-9999","-9999","4","3","-25","0.58224165439605713","0.42117086052894592","-27.663907700692661","1","-9999","-9999","0.14556041359901431","-9999","-9999","0","0","6","7","16.666666030883789","0.85299971566676147","0.99178236722946167","16.269952774047852","3","3","0","0.44033465433729602","0.42504960298538208","-3.4712351620196582"
"16031","ID","Cassia","5","4","-20","0.21297439932823181","0.16476500034332281","-22.63624132147908","1","-9999","-9999","4.2594879865646362E-2","-9999","-9999","21","18","-14.28571428571429","0.894492506980896","0.74144250154495239","-17.110261320412871","1","-9999","-9999","4.2594879865646362E-2","-9999","-9999","7","0.28833875060081482","16","16","0","0.67613252197430695","0.64363008737564087","-4.8071103096008301","2","3","50","8.5320592124909306E-2","0.12068063765764241","41.443741366639813"
"16033","ID","Clark","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","2","-9999","-9999","2.3068051338195801","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","0","0","-9999","1","-9999","-9999","1.3227512836456301","-9999","1","-9999","-9999","1.0416666666666701","-9999","-9999"
"16035","ID","Clearwater","5","4","-20","0.57736718654632568","0.45218178629875178","-21.682112036259529","-9999","-9999","-9999","-9999","-9999","-9999","3","3","0","0.34642031788825989","0.33913633227348328","-2.10264388046838","-9999","-9999","-9999","-9999","-9999","-9999","0","0","7","8","14.285714149475099","0.81909665340510185","0.90805900096893311","10.861031532287599","5","6","20","0.58630393996247698","0.68104428052902222","16.158912487029941"
"16037","ID","Custer","4","4","0","0.97823429107666016","0.94139796495437622","-3.7655934225880872","-9999","-9999","-9999","-9999","-9999","-9999","6","8","33.333333333333329","1.46735143661499","1.882795929908752","28.312542103215879","-9999","-9999","-9999","-9999","-9999","-9999","0","0","6","5","-16.666666030883789","1.438159156279962","1.1510128974914551","-19.96623611450195","3","3","0","0.71684587813620104","0.69060772657394409","-3.6602221429348432"
"16039","ID","Elmore","4","3","-25","0.1528000682592392","0.10929758101701741","-28.470201445470501","1","-9999","-9999","3.8200017064809799E-2","-9999","-9999","9","9","0","0.3438001275062561","0.32789275050163269","-4.6269258595123546","2","-9999","-9999","7.6400034129619598E-2","-9999","-9999","5","0.18216262757778171","16.666666666666661","17","2","0.62135729287054631","0.59126323461532593","-4.8432774543762207","6","4","-33.333333333333329","0.22985863693828301","0.13912075757980349","-39.475514414906513"
"16041","ID","Franklin","2","-9999","-9999","0.1498688608407974","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","8","8","0","0.5994754433631897","0.562785804271698","-6.120290580320475","-9999","-9999","-9999","-9999","-9999","-9999","0","0","2.5","6","140","0.18431141256266589","0.4173622727394104","126.44407653808589","1","1","0","7.6846230692384498E-2","6.9560378789901733E-2","-9.4810790807008267"
"16043","ID","Fremont","2","-9999","-9999","0.15465511381626129","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","7","6","-14.28571428571429","0.54129290580749512","0.45392647385597229","-16.140324584744089","-9999","-9999","-9999","-9999","-9999","-9999","0","0","7.75","7","-9.6774196624755859","0.59187414082786016","0.51778978109359741","-12.51691150665283","2","3","50","0.155086848635236","0.22190991044044489","43.087510251998651"
"16045","ID","Gem","1","-9999","-9999","5.8806233108043671E-2","-9999","-9999","1","-9999","-9999","5.8806233108043671E-2","-9999","-9999","8","6","-25","0.47044986486434942","0.32080414891242981","-31.809067687811702","2","-9999","-9999","0.1176124662160873","-9999","-9999","0","0","13.75","15","9.0909090042114258","0.7911847632199781","0.77922075986862183","-1.512163043022156","1","1","0","5.9336616626119998E-2","5.1948051899671548E-2","-12.45194813348356"
"16047","ID","Gooding","5","4","-20","0.33003300428390497","0.25611475110054022","-22.397230647810609","-9999","-9999","-9999","-9999","-9999","-9999","4","3","-25","0.26402640342712402","0.1920860558748245","-27.24740655422984","-9999","-9999","-9999","-9999","-9999","-9999","0","0","10","11","10","0.66120074054482936","0.70876288414001465","7.1932988166809082","5","5","0","0.32988058322887098","0.32216495275497442","-2.3389162218570219"
"16049","ID","Idaho","5","6","20","0.30774912238121033","0.3566545844078064","15.891340858485581","-9999","-9999","-9999","-9999","-9999","-9999","9","9","0","0.55394840240478516","0.53498184680938721","-3.4238848804438948","3","-9999","-9999","0.18464946746826169","-9999","-9999","0","0","15.41666666666667","14","-9.1891889572143555","0.94182092166086306","0.83397865295410156","-11.450400352478029","6","6","0","0.36920804873546198","0.35741943120956421","-3.1929470568894152"
"16051","ID","Jefferson","2","-9999","-9999","7.1872644126415253E-2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","8","9","12.5","0.28749057650566101","0.294300377368927","2.3687040271150872","-9999","3","-9999","-9999","9.8100125789642334E-2","-9999","0","0","7.7500000000000009","10","29.032258987426761","0.27244603810729101","0.31864383816719061","16.95667839050293","2","1","-50","7.3811632713315603E-2","3.1864386051893227E-2","-56.830129776895028"
"16053","ID","Jerome","2","-9999","-9999","8.5331514477729797E-2","-9999","-9999","1","-9999","-9999","4.2665757238864899E-2","-9999","-9999","9","10","11.11111111111112","0.38399180769920349","0.40686792135238647","5.9574483607480522","2","3","50","8.5331514477729797E-2","0.1220603808760643","43.042557750360977","3","0.1220603808760643","18","17","-5.5555553436279297","0.76184026749058287","0.6946147084236145","-8.824101448059082","2","2","0","8.8129020886577994E-2","8.1719376146793365E-2","-7.2730238862336147"
"16055","ID","Kootenai","20","19","-5.0000000000000044","0.13053041696548459","0.1113533526659012","-14.69164409752427","5","7","39.999999999999993","3.2632604241371148E-2","4.1024919599294662E-2","25.71757772027232","65","75","15.384615384615371","0.42422384023666382","0.43955272436141968","3.6133952576083979","7","12","71.428571428571416","4.5685645192861557E-2","7.032843679189682E-2","53.939900585853451","10","5.8607026934623718E-2","94.000000000000014","111","18.08510589599609","0.59630670464421431","0.64015316963195801","7.3530054092407227","19","17","-10.52631578947368","0.12862519970754699","9.804147481918335E-2","-23.777397397944849"
"16057","ID","Latah","7","10","42.857142857142861","0.17876753211021421","0.24491795897483831","37.003602434831834","1","-9999","-9999","2.5538217276334759E-2","-9999","-9999","13","9","-30.76923076923077","0.33199682831764221","0.22042615711689001","-33.605944901981289","7","5","-28.571428571428569","0.17876753211021421","0.1224589794874191","-31.49819878258409","3","7.3475383222103119E-2","22.666666666666671","24","5.8823528289794922","0.57627607013618765","0.60192614793777466","4.4510049819946289","6","6","0","0.155468608296841","0.15048153698444369","-3.2077673859891842"
"16059","ID","Lemhi","5","5","0","0.64808815717697144","0.62080955505371094","-4.2090881959769622","-9999","-9999","-9999","-9999","-9999","-9999","7","6","-14.28571428571429","0.90732342004776001","0.74497145414352417","-17.893505481836879","-9999","-9999","-9999","-9999","-9999","-9999","0","0","7.333333333333333","9","22.72727203369141","0.93121693121693117","1.1189854145050051","20.163774490356449","1","1","0","0.12914890869172199","0.1243317201733589","-3.7299490697685158"
"16061","ID","Lewis","4","4","0","1.0389610528945921","1.0422095060348511","0.31266361055677372","-9999","-9999","-9999","-9999","-9999","-9999","2","-9999","-9999","0.51948052644729614","-9999","-9999","1","-9999","-9999","0.25974026322364813","-9999","-9999","0","0","5","6","20","1.286339078981219","1.652892589569092","28.495870590209961","3","2","-33.333333333333329","0.78410872974385804","0.55096417665481567","-29.733702003955859"
"16063","ID","Lincoln","2","3","50","0.37707391381263727","0.55991041660308838","48.488239597847091","-9999","-9999","-9999","-9999","-9999","-9999","3","-9999","-9999","0.56561088562011719","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","0","0","2.75","3","9.0909090042114258","0.51711169612636332","0.57659041881561279","11.50210380554199","2","3","50","0.37792894935752103","0.57659041881561279","52.565824818611048"
"16065","ID","Madison","2","-9999","-9999","5.1136508584022522E-2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","11","8","-27.27272727272727","0.28125080466270452","0.19842253625392911","-29.44996673275611","3","5","66.666666666666671","7.6704762876033783E-2","0.1240140870213509","61.677166282067667","4","9.9211268126964569E-2","8.3333333333333321","12","44","0.21290547848377231","0.22862803936004639","7.384760856628418","4","3","-25","0.104948312955869","5.7157009840011597E-2","-45.537943173944832"
"16067","ID","Minidoka","1","-9999","-9999","4.8522491008043289E-2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","11","9","-18.18181818181818","0.53374737501144409","0.4242081344127655","-20.52267528179037","1","-9999","-9999","4.8522491008043289E-2","-9999","-9999","3","0.1414027214050293","6","14","133.33332824707031","0.28944956341357519","0.6473689079284668","123.65516662597661","3","2","-33.333333333333329","0.147557916482219","9.2481270432472229E-2","-37.325443027913451"
"16069","ID","Nez Perce","11","7","-36.363636363636367","0.27363184094429022","0.17175807058811191","-37.230232419084302","-9999","-9999","-9999","-9999","-9999","-9999","16","14","-12.5","0.39800995588302612","0.34351614117622381","-13.6915707512648","-9999","-9999","-9999","-9999","-9999","-9999","0","0","33.833333333333343","36","6.4039406776428223","0.83776979901778725","0.85308057069778442","1.8275630474090581","8","6","-25","0.20002500312539101","0.14218010008335111","-28.918836214579759"
"16071","ID","Oneida","1","-9999","-9999","0.23245002329349521","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","4","5","25","0.92980009317398071","1.106194734573364","18.971243678545989","-9999","-9999","-9999","-9999","-9999","-9999","0","0","4.6666666666666661","4","-14.285714149475099","1.054137489646864","0.87489062547683716","-17.00412559509277","1","1","0","0.23424689622862499","0.21872265636920929","-6.6272979959845619"
"16073","ID","Owyhee","3","3","0","0.26389867067337042","0.2472595423460007","-6.3051201754494972","-9999","-9999","-9999","-9999","-9999","-9999","3","3","0","0.26389867067337042","0.2472595423460007","-6.3051201754494972","-9999","-9999","-9999","-9999","-9999","-9999","0","0","10.33333333333333","10","-3.2258064746856689","0.88865955739020741","0.83035790920257568","-6.5606279373168954","4","2","-50","0.35223670306445898","0.1660715788602829","-52.852278761565643"
"16075","ID","Payette","5","5","0","0.21808348596096039","0.20184893906116491","-7.444189012414137","-9999","-9999","-9999","-9999","-9999","-9999","13","14","7.6923076923076872","0.5670170783996582","0.56517702341079712","-0.32451491479841282","2","-9999","-9999","8.7233394384384155E-2","-9999","-9999","0","0","19.083333333333339","20","4.8034934997558594","0.82202598894393009","0.78213602304458618","-4.8526406288146973","4","3","-25","0.175646599042726","0.1173204034566879","-33.206561302021129"
"16077","ID","Power","1","-9999","-9999","0.1306677162647247","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","2","-9999","-9999","0.26133543252944952","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","0","0","5","4","-20","0.65789473684210531","0.50517809391021729","-23.212930679321289","1","1","0","0.12993762993763","0.12629452347755429","-2.803734731674242"
"16079","ID","Shoshone","6","5","-16.666666666666661","0.4827808141708374","0.38726666569709778","-19.784164090651061","1","-9999","-9999","8.04634690284729E-2","-9999","-9999","10","11","10.000000000000011","0.804634690284729","0.85198670625686646","5.8849085857063166","-9999","-9999","-9999","-9999","-9999","-9999","0","0","10.83333333333333","13","20","0.86376441822144268","0.97022163867950439","12.32479763031006","6","5","-16.666666666666661","0.47804955780415898","0.37316218018531799","-21.940691274901219"
"16081","ID","Teton","2","3","50","0.1789068728685379","0.23998080193996429","34.137273818599454","-9999","-9999","-9999","-9999","-9999","-9999","5","4","-20","0.44726720452308649","0.3199743926525116","-28.460126426283619","1","-9999","-9999","8.9453436434268951E-2","-9999","-9999","0","0","4","6","50","0.35146296459010629","0.50791501998901367","44.514522552490227","1","1","0","9.5812973076554606E-2","8.4652498364448547E-2","-11.64818745702509"
"16083","ID","Twin Falls","17","17","0","0.2027502506971359","0.19228376448154449","-5.1622556221772804","3","4","33.333333333333329","3.5779453814029687E-2","4.5243237167596817E-2","26.45032929445172","30","37","23.333333333333339","0.35779455304145807","0.41849994659423828","16.966550506917908","5","8","60.000000000000007","5.9632424265146262E-2","9.0486474335193634E-2","51.740391993556507","12","0.13572971522808069","58","57","-1.7241379022598271","0.68135895869555008","0.62919461727142334","-7.6559267044067383","11","11","0","0.13587795688963","0.121423527598381","-10.637802938846001"
"16085","ID","Valley","5","4","-20","0.47901895642280579","0.33921301364898682","-29.18588938898262","-9999","-9999","-9999","-9999","-9999","-9999","9","9","0","0.86223411560058594","0.76322931051254272","-11.48235766791503","1","-9999","-9999","9.5803797245025635E-2","-9999","-9999","0","0","9.3333333333333321","10","7.1428570747375488","0.87333520476591486","0.84530854225158691","-3.2091529369354248","4","3","-25","0.404162877639689","0.25359255075454712","-37.254863129556213"
"16087","ID","Washington","2","3","50","0.1994017958641052","0.28957527875900269","45.222001388769733","1","-9999","-9999","9.9700897932052612E-2","-9999","-9999","6","5","-16.666666666666661","0.59820538759231567","0.48262548446655268","-19.321107018269121","1","-9999","-9999","9.9700897932052612E-2","-9999","-9999","0","0","8.25","13","57.575756072998047","0.81513684418535715","1.225028276443481","50.284984588623047","2","2","0","0.199302441454908","0.18846589326858521","-5.437238052487456"
"17001","IL","Adams","11","13","18.181818181818191","0.16543841361999509","0.20066992938518519","21.295849612119341","2","-9999","-9999","3.0079711228609089E-2","-9999","-9999","28","24","-14.28571428571429","0.42111596465110779","0.37046757340431208","-12.027183839671711","3","5","66.666666666666671","4.5119568705558777E-2","7.7180743217468262E-2","71.058246857664486","11","0.1697976291179657","51.333333333333329","55","7.1428570747375488","0.77502994433875849","0.83863198757171631","8.2063980102539063","11","12","9.0909090909090917","0.16430417183229001","0.18297424912452701","11.363118223981591"
"17003","IL","Alexander","2","-9999","-9999","0.31017369031906128","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","3","-9999","-9999","0.46526053547859192","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","3","0.54575222730636597","7","5","-28.571428298950199","1.1084718923198731","0.95038968324661255","-14.26127338409424","3","1","-66.666666666666657","0.42547156431711802","0.190077930688858","-55.325350357095402"
"17005","IL","Bond","1","-9999","-9999","6.0412008315324783E-2","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","10","8","-20","0.60412007570266724","0.49194440245628362","-18.56843991087522","1","-9999","-9999","6.0412008315324783E-2","-9999","-9999","3","0.18447914719581601","14","16","14.285714149475099","0.82605617181968372","0.95522385835647583","15.63667106628418","2","2","0","0.11670654140164601","0.11940298229455951","2.3104453790929012"
"17007","IL","Boone","6","6","0","0.1120259910821915","0.11368588358163829","1.4817030257103789","1","-9999","-9999","1.8670998513698581E-2","-9999","-9999","21","26","23.80952380952381","0.39209097623825068","0.49263882637023931","25.64401024901208","2","4","100","3.7341997027397163E-2","7.5790591537952423E-2","102.9634127021815","7","0.13263353705406189","34.416666666666657","32","-7.021791934967041","0.64314590224182289","0.59858959913253784","-6.9278688430786133","8","6","-25","0.14909795735798401","0.11223554611206051","-24.723619222640899"
"17009","IL","Brown","1","-9999","-9999","0.1506931930780411","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","2","3","50","0.30138638615608221","0.45829513669013983","52.062321903550632","-9999","-9999","-9999","-9999","-9999","-9999","0","0","4","5","25","0.59559261465157831","0.78939056396484375","32.538677215576172","1","1","0","0.146284376828555","0.15787811577320099","7.9254799425599849"
"17011","IL","Bureau","5","4","-20","0.14973197877407071","0.12382750958204269","-17.30055890807072","1","-9999","-9999","2.9946396127343181E-2","-9999","-9999","22","20","-9.0909090909090935","0.65882068872451782","0.61913752555847168","-6.0233632375560457","-9999","-9999","-9999","-9999","-9999","-9999","6","0.18574126064777369","22.166666666666661","35","57.894737243652337","0.6668070470976345","1.054121613502502","58.084953308105469","5","4","-20","0.14783277156880101","0.1204710453748703","-18.508566066622539"
"17013","IL","Calhoun","3","3","0","0.61576354503631592","0.64991337060928345","5.5459316889169719","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","0","0","2.5","2","-20","0.51727705358990272","0.44722718000411987","-13.54204177856445","1","1","0","0.20153164046755301","0.22361359000205991","10.95706335902236"
